tag_id,name,category,count
1288957,white_footwear,0,76087
820510,horse_girl,0,76016
688777,half-closed_eyes,0,75884
442865,headgear,0,75848
3986,sandals,0,75623
447393,on_side,0,75537
567316,6+girls,0,75465
663669,female_pubic_hair,0,75433
1451588,muscular_male,0,75109
476621,floral_print,0,74141
572731,heart-shaped_pupils,0,73919
445388,bob_cut,0,73321
469652,garter_straps,0,73230
436576,short_dress,0,73208
8091,drill_hair,0,73194
541727,wariza,0,73178
475775,arms_behind_back,0,72820
5524,sunglasses,0,72805
3920,obi,0,72527
13227,happy,0,72523
634316,pectorals,0,72442
389777,red_dress,0,72048
419387,testicles,0,72016
8830,shirt_lift,0,71578
4207,eating,0,71456
572767,grabbing,0,71430
484666,transparent_background,0,71418
400120,traditional_media,0,71390
584749,pink_background,0,71378
647551,flying_sweatdrops,0,70993
10231,mouth_hold,0,70701
460404,stuffed_toy,0,70675
563478,dark-skinned_male,0,70557
589398,hood_down,0,70183
492544,frilled_dress,0,70149
465810,squatting,0,69991
467856,clothes_pull,0,69767
477028,cleavage_cutout,0,69718
520398,white_skirt,0,69566
3209,table,0,69436
397327,blue_shirt,0,69364
375176,crossed_arms,0,69341
1723,parody,0,69219
468534,light_brown_hair,0,69189
403649,thigh_gap,0,68904
574407,wavy_mouth,0,68694
420366,from_below,0,68637
600250,hair_tubes,0,68156
413672,leg_up,0,68113
3949,ring,0,67951
1850,oral,0,67834
609507,holding_food,0,67804
466226,bound,0,67766
385639,wolf_ears,0,67512
619736,blue_jacket,0,67177
8072,black_socks,0,66442
2726,moon,0,66386
580738,black_hairband,0,66338
576310,white_flower,0,66300
2270,eyepatch,0,66095
488167,scrunchie,0,66088
8831,skirt_lift,0,66052
356542,sunlight,0,65746
459291,standing_on_one_leg,0,65667
701697,white_bow,0,65469
2689,formal,0,65325
3593,topless,0,65318
2716,cat,0,65240
8068,demon_girl,0,65073
465046,cat_girl,0,65001
413179,trembling,0,64935
582201,mob_cap,0,64743
6128,cardigan,0,64143
1556,backpack,0,63312
425206,magical_girl,0,63303
3239,cellphone,0,63072
2770,pantyshot,0,62678
900563,own_hands_together,0,62432
643561,eyes_visible_through_hair,0,62070
465525,crossed_legs,0,61913
419429,frilled_skirt,0,61747
6364,grass,0,61552
470790,demon_horns,0,61440
464903,crying,0,61407
404507,sharp_teeth,0,61362
7455,tank_top,0,61251
3875,sleeping,0,61239
1976,cover,0,61226
1801537,single_hair_bun,0,61221
487205,cloudy_sky,0,61186
6059,blazer,0,60883
7952,suspenders,0,60726
539837,high_ponytail,0,60681
3649,helmet,0,60628
10229,suit,0,60597
14452,feathers,0,60497
487156,3boys,0,60256
461293,cum_on_body,0,59894
10833,bottle,0,59721
379915,stuffed_animal,0,59475
1337464,x_hair_ornament,0,59311
547073,underwear_only,0,59173
9354,bdsm,0,58821
655303,fox_girl,0,58780
464573,plant,0,58741
569748,black_background,0,58718
498000,blue_ribbon,0,58682
507741,frilled_sleeves,0,58385
1533172,grabbing_another's_breast,0,58320
3474,portrait,0,58297
9114,antenna_hair,0,58276
375459,looking_up,0,58263
575982,light_smile,0,58195
375764,bara,0,57756
221,school_swimsuit,0,57727
462569,straddling,0,57688
4526,cross,0,57540
464588,hat_ribbon,0,57298
4474,fire,0,57160
464539,bug,0,56981
219401,denim,0,56921
4188,crown,0,56908
431235,knee_boots,0,56879
463115,pink_bow,0,56865
466990,;d,0,56727
492682,red_necktie,0,56695
1297467,lifted_by_self,0,56386
516477,outstretched_arms,0,56344
8709,fellatio,0,56322
429999,tiara,0,56273
5831,katana,0,55923
14814,couple,0,55840
510254,breasts_out,0,55592
1836990,aged_down,0,55292
589376,red_flower,0,55270
432696,on_stomach,0,54906
1936,crossover,0,54877
611487,juliet_sleeves,0,54842
3846,robot,0,54583
397117,curtains,0,54563
489235,motion_lines,0,54552
413908,spiked_hair,0,54349
10707,sisters,0,54242
645320,sex_from_behind,0,54218
381279,girl_on_top,0,54215
464574,polka_dot,0,54155
16700,>_<,0,54150
515769,black_nails,0,54149
464565,knife,0,54048
15737,bat_wings,0,54015
521712,ear_piercing,0,53880
517832,outstretched_arm,0,53853
82326,?,0,53804
521420,slit_pupils,0,53772
487562,wing_collar,0,53737
9714,bent_over,0,53651
403577,pointing,0,53548
319,lingerie,0,52820
423613,animal_print,0,52678
401137,clenched_teeth,0,52665
1275600,bright_pupils,0,52480
390594,red_shirt,0,52432
302,elf,0,52282
421662,5girls,0,52108
3592,undressing,0,52035
15764,striped_thighhighs,0,51920
1388799,blue_sailor_collar,0,51535
395015,monster_girl,0,51174
469701,rabbit_tail,0,51013
374782,sneakers,0,51004
1314596,black_leotard,0,50899
656169,hand_on_own_chest,0,50886
668761,white_border,0,50865
379387,t-shirt,0,50843
516211,tassel,0,50706
1008243,holding_gun,0,50609
464713,head_wings,0,50590
374979,all_fours,0,50589
479729,gem,0,50476
1568,yaoi,0,50394
683385,red_footwear,0,50318
631529,white_apron,0,50311
4232,tan,0,50265
537,bondage,0,50150
1281370,red_bowtie,0,50092
15749,furry,0,50022
452195,hair_bobbles,0,49996
458482,short_twintails,0,49918
401836,messy_hair,0,49904
4850,lipstick,0,49860
515302,green_skirt,0,49844
2849,goggles,0,49836
561547,shoulder_armor,0,49672
704500,holding_cup,0,49616
12464,brooch,0,49532
464540,building,0,49394
389882,group_sex,0,49139
2328,polearm,0,49125
471601,black_bra,0,49002
458223,horse_tail,0,48715
1019196,otoko_no_ko,0,48688
103483,fishnets,0,48602
4027,staff,0,48476
584911,shaded_face,0,48397
1463605,1other,0,48382
526340,letterboxed,0,47799
401601,loafers,0,47782
410004,crescent,0,47755
1710,towel,0,47644
478557,straight_hair,0,47579
594766,star_(sky),0,47531
405345,cherry_blossoms,0,47379
415668,single_thighhigh,0,47212
3046,kiss,0,47187
674623,feathered_wings,0,47185
575322,clenched_hand,0,46937
1865,bandaid,0,46933
166531,pink_dress,0,46862
534982,^^^,0,46548
1295582,strapless_leotard,0,46520
5746,box,0,46473
524399,hat_bow,0,46372
4123,wind,0,46311
665452,facing_viewer,0,46277
611670,grey_shirt,0,46154
647129,black_necktie,0,46085
471498,multiple_tails,0,45875
448007,drooling,0,45873
383830,no_pants,0,45838
547132,extra_ears,0,45819
1441877,eyewear_on_head,0,45801
380831,demon_tail,0,45745
4275,steam,0,45715
358992,bike_shorts,0,45638
593298,yellow_background,0,45624
368,dog_ears,0,45612
428523,hooded_jacket,0,45542
378850,armband,0,45527
464564,instrument,0,45386
2362,casual,0,45036
464542,butterfly,0,45017
465870,surprised,0,44986
166133,night_sky,0,44928
7558,panty_pull,0,44831
390662,foreshortening,0,44673
405311,sex_toy,0,44594
446647,pale_skin,0,44564
12667,child,0,44490
314230,breast_press,0,44420
427968,revealing_clothes,0,44396
3417,anal,0,44311
1416353,red_headwear,0,44263
403060,gauntlets,0,44232
477288,white_ribbon,0,44232
4241,rope,0,44190
395533,sheath,0,44034
465152,china_dress,0,43954
1227044,ribbon_trim,0,43890
93927,pink_panties,0,43819
566918,adapted_costume,0,43812
467811,knees_up,0,43759
670636,multicolored_clothes,0,43748
447919,cover_page,0,43725
2252,candy,0,43633
466654,wristband,0,43498
389705,between_breasts,0,43491
593296,red_background,0,43164
5855,couch,0,43154
3540,hakama,0,43150
11879,blouse,0,43095
376491,wet_clothes,0,43081
464568,musical_note,0,42823
1532466,colored_inner_hair,0,42796
602295,hair_over_shoulder,0,42714
4555,ejaculation,0,42557
395223,scenery,0,42503
1501540,skin_fang,0,42382
684620,puffy_long_sleeves,0,42371
468477,arms_behind_head,0,42364
15672,veil,0,42339
5648,nature,0,42247
10847,breath,0,42154
601824,male_pubic_hair,0,42132
488864,red_jacket,0,41989
376002,genderswap,0,41888
1302826,mole_under_mouth,0,41884
401968,red_nails,0,41862
556011,lace_trim,0,41758
2020445,covering_privates,0,41756
389814,side_braid,0,41751
385882,third_eye,0,41739
566116,scar_on_face,0,41520
533054,waist_apron,0,41490
645083,smartphone,0,41397
4000,microphone,0,41229
2119,facial,0,41120
628293,skirt_set,0,41037
404,christmas,0,40980
643253,web_address,0,40964
1629722,large_pectorals,0,40876
819964,pink_flower,0,40858
1316316,pelvic_curtain,0,40852
1388933,light_blush,0,40730
466984,...,0,40692
538298,strapless_dress,0,40691
566461,anger_vein,0,40608
146061,baseball_cap,0,40470
15260,beard,0,40250
457883,string_bikini,0,40203
524897,interlocked_fingers,0,40147
4543,striped_panties,0,40119
635112,light_particles,0,40089
1491014,blue_headwear,0,39905
11410,claws,0,39881
659059,breasts_apart,0,39592
417741,bridal_gauntlets,0,39528
320292,cloak,0,39459
2056,toenails,0,39312
448202,peaked_cap,0,39247
635786,index_finger_raised,0,39043
467585,highleg_leotard,0,38920
1388801,red_neckerchief,0,38847
389108,glowing_eyes,0,38571
560247,white_pupils,0,38454
717927,short_hair_with_long_locks,0,38453
390596,purple_dress,0,38386
6526,side-tie_panties,0,38302
1441885,semi-rimless_eyewear,0,38095
586765,low_ponytail,0,38029
403173,white_pantyhose,0,38001
421107,convenient_censoring,0,37975
469125,jingle_bell,0,37914
554980,motor_vehicle,0,37903
723773,hand_fan,0,37751
685432,two-tone_background,0,37676
616524,grey_skirt,0,37648
456255,front-tie_top,0,37540
426598,bow_panties,0,37528
561,mecha,0,37505
448477,buckle,0,37316
1288118,hair_flaps,0,37286
383851,twin_drills,0,37284
670638,clothes_writing,0,37258
533356,areola_slip,0,37195
410734,carrying,0,37088
668635,pom_pom_(clothes),0,37080
648130,clothing_aside,0,37048
149598,androgynous,0,36961
470798,pink_nails,0,36948
392990,micro_bikini,0,36887
3508,angry,0,36883
10902,close-up,0,36871
563256,yellow_bow,0,36820
529213,maid_apron,0,36807
3284,forehead,0,36726
1455296,sleeves_past_fingers,0,36717
673911,hood_up,0,36659
407678,wolf_tail,0,36539
8198,meme,0,36535
400041,cum_on_breasts,0,36432
4172,corset,0,36404
1452299,neck_bell,0,36305
497607,blue_nails,0,36295
389553,skin_tight,0,36226
656165,hand_on_own_face,0,36141
581,paizuri,0,36036
382270,rifle,0,35887
658106,o-ring,0,35866
14946,eyeshadow,0,35831
2329,tentacles,0,35811
1386163,patreon_username,0,35766
531068,hakama_skirt,0,35742
546229,black_belt,0,35695
2755,lace,0,35682
1251593,holding_phone,0,35670
510802,french_braid,0,35651
664258,no_headwear,0,35452
448225,tokin_hat,0,35426
584958,spoken_heart,0,35409
376528,:<,0,35305
688711,white_sleeves,0,35209
491367,cropped_jacket,0,35199
390257,eye_contact,0,35104
378743,curvy,0,35065
626528,cropped_legs,0,35051
486327,faceless,0,35016
9474,licking,0,34914
1411175,bikini_top_only,0,34879
486611,brown_gloves,0,34877
1283885,crossed_bangs,0,34861
394151,plate,0,34856
397411,restrained,0,34780
2102,snow,0,34707
713987,outside_border,0,34702
435433,red_gloves,0,34681
374845,mary_janes,0,34592
422340,full_moon,0,34567
376594,spikes,0,34526
671227,tearing_up,0,34501
536573,colored_sclera,0,34468
376923,black_wings,0,34430
574271,science_fiction,0,34425
491144,blue_bikini,0,34284
658950,holding_book,0,34251
15689,:p,0,34251
379489,side_slit,0,34242
4530,gift,0,34193
2907,desk,0,34125
494869,black_coat,0,34060
2447,camisole,0,34033
633528,alternate_breast_size,0,33947
429369,finger_to_mouth,0,33778
5474,ball,0,33719
77257,strap_slip,0,33655
375519,armlet,0,33414
615165,green_bow,0,33238
549225,single_horn,0,33234
11813,lens_flare,0,33164
491112,cowgirl_position,0,33035
406964,floating,0,33019
664922,dragon_horns,0,32766
459933,drinking_glass,0,32765
571690,hair_scrunchie,0,32756
549356,arm_at_side,0,32752
491758,sleeves_rolled_up,0,32731
396969,seiza,0,32729
1364406,genderswap_(mtf),0,32685
684644,gold_trim,0,32660
375723,puffy_nipples,0,32622
1303583,blue_necktie,0,32614
455456,santa_hat,0,32536
438458,clenched_hands,0,32462
418395,after_sex,0,32442
1388800,black_sailor_collar,0,32420
376117,wide_hips,0,32326
520397,pink_skirt,0,32322
479374,single_glove,0,32315
520991,pink_ribbon,0,32244
442816,veins,0,32238
3943,smoke,0,32217
462808,tareme,0,32196
1396724,white_sailor_collar,0,32187
467493,handgun,0,32146
435555,heavy_breathing,0,32131
462583,between_legs,0,31993
521477,half_updo,0,31990
9311,zipper,0,31962
654772,knee_up,0,31921
646879,brown_background,0,31914
523327,starry_sky,0,31870
577,masturbation,0,31843
1242758,blue_flower,0,31810
1656,handjob,0,31678
4536,tsurime,0,31622
375606,open_coat,0,31590
15261,freckles,0,31572
617356,blue_shorts,0,31545
388067,demon_wings,0,31535
384552,wading,0,31520
470314,pencil_skirt,0,31468
149799,happy_birthday,0,31427
609,fish,0,31423
593297,green_background,0,31415
514515,pink_shirt,0,31368
393879,alcohol,0,31364
374915,clothed_sex,0,31357
10905,pendant,0,31334
665184,ribbed_sweater,0,31324
1592077,topless_male,0,31321
379725,dual_persona,0,31318
651957,clothed_female_nude_male,0,31276
545992,high_heel_boots,0,31226
457726,track_jacket,0,31226
483919,single_earring,0,31194
397215,outline,0,31130
579793,frilled_apron,0,30932
494669,spot_color,0,30882
643274,partially_submerged,0,30880
392024,tray,0,30845
689532,low-tied_long_hair,0,30789
615735,asymmetrical_legwear,0,30777
475004,swim_ring,0,30767
432529,sweater_vest,0,30728
643898,purple_background,0,30644
535373,cross-laced_footwear,0,30608
511594,arm_behind_back,0,30578
11527,reflection,0,30486
4261,forest,0,30472
402062,!,0,30374
389402,upskirt,0,30332
380540,legs_up,0,30314
390681,headset,0,30302
1271922,black_vest,0,30282
483898,frilled_bikini,0,30219
14442,walking,0,30123
1916,cake,0,30092
391297,white_skin,0,30088
10279,hair_rings,0,30087
6441,beads,0,29864
508016,pocket,0,29843
396680,personification,0,29571
1636487,one-hour_drawing_challenge,0,29539
1631677,mature_male,0,29491
497007,backlighting,0,29462
4596,halloween,0,29425
2065694,vertical-striped_clothes,0,29407
168390,bulge,0,29402
375441,dress_lift,0,29387
166757,green_dress,0,29371
2006735,unworn_headwear,0,29366
1258262,frilled_shirt_collar,0,29250
617615,legs_apart,0,29153
494241,long_fingernails,0,29134
403286,toned,0,29061
554098,mole_on_breast,0,29049
2863,broom,0,29024
1373029,black-framed_eyewear,0,29007
529447,arm_behind_head,0,28971
474995,brown_pantyhose,0,28910
4925,thong,0,28906
1569,condom,0,28787
460324,red_bikini,0,28773
475720,short_ponytail,0,28737
602223,out_of_frame,0,28722
1247162,purple_bow,0,28714
391713,long_skirt,0,28690
1119509,high-waist_skirt,0,28671
1441883,round_eyewear,0,28661
572906,crying_with_eyes_open,0,28578
1651,rain,0,28539
1293269,blue_footwear,0,28499
465382,crossdressing,0,28485
384087,angel_wings,0,28458
463127,white_bra,0,28428
6175,cuffs,0,28351
8243,flying,0,28315
7450,gym_uniform,0,28254
3354,cumdrip,0,28205
610272,purple_skirt,0,28189
502548,yellow_shirt,0,28162
1349206,cropped_torso,0,28143
460907,one_eye_covered,0,28060
583299,goggles_on_head,0,28051
464538,bubble,0,28015
1320204,black_bowtie,0,27993
1278062,hand_in_own_hair,0,27986
494842,braided_ponytail,0,27973
417888,age_difference,0,27955
1373022,red-framed_eyewear,0,27867
1851,fingering,0,27822
427674,epaulettes,0,27692
394305,curly_hair,0,27691
375986,empty_eyes,0,27647
1258089,ribbon-trimmed_sleeves,0,27643
660814,dot_nose,0,27616
453340,santa_costume,0,27503
389,futanari,0,27483
4648,teacup,0,27478
531403,kemonomimi_mode,0,27413
483081,high_collar,0,27413
469517,doujin_cover,0,27389
469668,raised_eyebrows,0,27372
620577,brown_jacket,0,27267
465145,tanlines,0,27147
1810,rape,0,27123
572753,6+boys,0,27118
416676,denim_shorts,0,27082
1292999,spoken_ellipsis,0,27067
613885,brown_skirt,0,27045
10402,bowl,0,27031
610698,hat_ornament,0,26950
375883,dragon_girl,0,26921
1670660,animal_hands,0,26895
670088,hand_on_another's_head,0,26884
592555,panties_under_pantyhose,0,26861
2169,innertube,0,26827
458932,sideburns,0,26822
